指标名称,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
资金流量表:金融交易:运用:存款:其他存款:政府部门,,,,,,,,,,,,,,,,,,,,1776,3293,4489,3131,6155,2903,2052,-3009.671174
资金流量表:金融交易:运用:存款:其他存款:住户部门,,,,,,,,,,,,,,,,,,,,206,200,289,159,-30,6441,3392,3967.775227
资金流量表:金融交易:运用:存款:其他存款:国内合计,,,,,,,,,,,,,,,,,,,,,,28646.6879,30034,,,14025,-4722.988758
资金流量表:金融交易:运用:存款:其他存款:国外部门,,,,,,,,,,,,,,,,,,,,1635,80,708,941,-7381,-2541,1786,-3.073729
资金流量表:金融交易:运用:贷款:合计,5695,7573.55,9174.66,9946.4,15130.59,11627.07,11104.92,10973.02,13770.93,11643.34,19916.59,28506.43,25239.61,24207.75,33452,40978,54112,107875,97226.58,97009,121940,148307.6,142212,143292.8,155173.1,178597,127181.4914
资金流量表:金融交易:运用:贷款:非金融企业部门,,,,,,,,,,-5.4,-0.01,,-1.91,1.8,,,,,,,,,,,,,
资金流量表:金融交易:运用:贷款:金融机构部门,5695,7573.55,9174.66,9946.4,15130.59,11510.04,11375.42,11018.02,13968.88,11772.07,20259.23,27958.52,24103.22,23966.44,32572,39756,52096,107619,97226.58,95764,122250,148048.5,139435,144189.7,158128.6,178203,125268.3806
资金流量表:金融交易:运用:贷款:国内合计,5695,7573.55,9174.66,9946.4,15130.59,11510.04,11375.42,11018.02,13968.88,11766.67,20259.23,27958.97,24101.31,23968.22,32572,39756,52096,107619,97226.58,95764,122250,148048.5,139435,144189.7,158128.6,178203,125268.3806
资金流量表:金融交易:运用:贷款:外国部门,,,,,,117.05,-270.49,-45,-197.95,-123.33,-342.64,547.47,1138.3,239.53,880,1222,2016,256,,1245,-310,259.04,2777,-896.92,-2955.5,,1913.11083
资金流量表:金融交易:运用:贷款:短期贷款与票据融资:合计,,,,,,,,,,,,,,,,,,,,,,44273,38520,46723,37407,28189,48347.79842
资金流量表:金融交易:运用:贷款:短期贷款与票据融资:金融企业部门,,,,,,,,,,,,,,,,,,,,,,44273,38520,46723,37407,28189,48347.79842
资金流量表:金融交易:运用:贷款:短期贷款与票据融资:国内合计,,,,,,,,,,,,,,,,,,,,,,44273,38520,46723,37407,28189,48347.79842
资金流量表:金融交易:运用:贷款:中长期贷款:合计,,,,,,,,,,,,,,,,,,,,35640,28742,45860,60644,65929,114485,126506,99607.25983
资金流量表:金融交易:运用:贷款:中长期贷款:金融企业部门,,,,,,,,,,,,,,,,,,,,35640,28742,45860,60644,65929,114485,126506,99607.25983
资金流量表:金融交易:运用:贷款:中长期贷款:国内合计,,,,,,,,,,,,,,,,,,,,35640,28742,45860,60644,65929,114485,126506,99607.25983
资金流量表:金融交易:运用:贷款:外汇贷款:合计,,,,,,,,,,,,,,,,,,,,6831,8812,6023,6326,-4027,-5913,3916,-940.672074
资金流量表:金融交易:运用:贷款:外汇贷款:金融企业部门,,,,,,,,,,,,,,,,,,,,5586,9122,5764,3548,-3130,-2957,3522,-2853.782906
资金流量表:金融交易:运用:贷款:外汇贷款:国内合计,,,,,,,,,,,,,,,,,,,,5586,9122,5764,3548,-3130,-2957,3522,-2853.782906
资金流量表:金融交易:运用:贷款:外汇贷款:国外部门,,,,,,,,,,,,,,,,,,,,1245,-310,259,2777,-897,-2955,394,1913.110832
资金流量表:金融交易:运用:贷款:委托贷款:合计,,,,,,,,,,,,,,,,,,,,14154,13208,26164,25070,15913,21339,7348,-16554.25273
资金流量表:金融交易:运用:贷款:委托贷款:金融企业部门,,,,,,,,,,,,,,,,,,,,14154,13208,26164,25070,15913,21339,7348,-16554.25273
资金流量表:金融交易:运用:贷款:委托贷款:国内合计,,,,,,,,,,,,,,,,,,,,14154,13208,26164,25070,15913,21339,7348,-16554.25273
资金流量表:金融交易:运用:贷款:其他贷款:合计,,,,,,,,,,,,,,,,,,,,1830,19073,25987,11654,18754,-12146,12638,-3278.642033
资金流量表:金融交易:运用:贷款:其他贷款:金融企业部门,,,,,,,,,,,,,,,,,,,,1830,19073,25987,11654,18754,-12146,12638,-3278.642033
资金流量表:金融交易:运用:贷款:其他贷款:国内合计,,,,,,,,,,,,,,,,,,,,1830,19073,25987,11654,18754,-12146,12638,-3278.642033
资金流量表:金融交易:运用:未贴现的银行承兑汇票:合计,,,,,,,,,,,,,,,,,,,46692,20542,20998,15511.31,-2396,-21137.1,-39062.1,10762,-12685.7089
资金流量表:金融交易:运用:未贴现的银行承兑汇票:非金融企业部门,,,,,,,,,,,,,,,,,,,23346,10271,10499,7755.66,-1198,-10568.5,-19531.1,5381,-6342.854451
资金流量表:金融交易:运用:未贴现的银行承兑汇票:金融企业部门,,,,,,,,,,,,,,,,,,,23346,10271,10499,7756,-1198,-10659,-19531,5381,-6342.854451
资金流量表:金融交易:运用:未贴现的银行承兑汇票:国内合计,,,,,,,,,,,,,,,,,,,46692,20542,20998,15511.31,-2396,-21137.1,-39062.1,10762,-12685.7089
资金流量表:金融交易:运用:证券:合计,1152.9,637.82,1616.29,2062.45,2714.17,4535.05,7415.21,5479.4,6149.29,4751.29,7462.09,10317.75,14878.42,22966.61,26207,39422,29997,29778,39547.67,21540,45940,39584.36,64366,130934.3,177188.3,,
资金流量表:金融交易:运用:证券:非金融企业部门,107.8,,,-1.55,4.88,,,,,,,,,,,,87,-184,168.89,-157,951,5507.6,384,7190.89,6361.31,,
资金流量表:金融交易:运用:证券:金融机构部门,199.7,140.75,1123.68,1460.48,1143.62,1877.49,5159.38,2928.36,3334.95,2796.22,5747.37,8257,13586.05,21060.23,21825,36367,27641,25301,32340.49,18758,38012,27700.85,53772,110432.2,160984.2,,
资金流量表:金融交易:运用:证券:政府部门,,-0.8,19.36,-4.43,,,13.22,8.43,18.78,-22.86,13.76,114.3,-122.87,-30.74,-118,257,,-40,195.01,112,505,-563.17,4174,4092.69,2469.86,,
资金流量表:金融交易:运用:证券:住户部门,845.4,497.87,473.25,607.95,1566.07,2188.63,2179.27,2491.61,2223.35,1907.66,1514.8,1306.72,511.14,270.44,1083,1912,1748,4507,6498.48,2484,4493,4881.38,2720,8155.96,4742.62,,
资金流量表:金融交易:运用:证券:国内合计,1152.9,637.82,1616.29,2062.45,2714.17,4066.1,7351.87,5428.4,5577.09,4681.02,7275.94,9678.02,13974.33,21299.93,22790,38536,29475,29585,39202.87,21196,43961,37526.65,61050,129871.7,174558,,
资金流量表:金融交易:运用:证券:国外部门,,,,,,468.97,63.34,51,572.2,70.27,186.15,639.73,904.09,1666.68,3417,886,522,193,344.79,343,1979,2057.71,3316,1062.62,2630.38,,
资金流量表:金融交易:运用:证券:债券:合计,,,,,,,,,,,,,,,,,,,,16195,41079,34615,54064,119007,160061,101689,115094.691
资金流量表:金融交易:运用:证券:债券:非金融企业部门,,,,,,,,,,,,,,,,,,,,-86,1078,4559,-3054,3529,1031,5187,1049.363494
资金流量表:金融交易:运用:证券:债券:金融机构部门,,,,,,,,,,,,,,,,,,,,17075,36951,27027,52842,107795,157364,91130,106833.4048
资金流量表:金融交易:运用:证券:债券:政府部门,,,,,,,,,,,,,,,,,,,,,420,-1088,3002,2695,226,1371,1049.488205
资金流量表:金融交易:运用:证券:债券:住户部门,,,,,,,,,,,,,,,,,,,,-794,2629,4117,1224,4938,241,643,1047.085096
资金流量表:金融交易:运用:证券:债券:国内合计,,,,,,,,,,,,,,,,,,,,16195,41078,34615,54015,118957,158863,98331,109979.3416
资金流量表:金融交易:运用:证券:债券:国债:合计,,,,,,,,,,,,,,,,,,,,6142,8783,12949,11804,47252,72183,,
资金流量表:金融交易:运用:证券:债券:国债:非金融企业部门,,,,,,,,,,,,,,,,,,,,-8,-31,410,-431,25,-7,,
资金流量表:金融交易:运用:证券:债券:国债:金融机构部门,,,,,,,,,,,,,,,,,,,,6944,6353,9288,11732,45121,70173,,
资金流量表:金融交易:运用:证券:债券:国债:政府部门,,,,,,,,,,,,,,,,,,,,,-133,-486,-6,-6,-30,,
资金流量表:金融交易:运用:证券:债券:国债:住户部门,,,,,,,,,,,,,,,,,,,,-794,2594,3737,509,2112,245,,
资金流量表:金融交易:运用:证券:债券:国债:国内合计,,,,,,,,,,,,,,,,,,,,6142,8783,12949,11804,47252,70381,,
资金流量表:金融交易:运用:证券:债券:金融债券:合计,,,,,,,,,,,,,,,,,,,,16213,17614,11473,19171,42366,54769,42294,46691.35784
资金流量表:金融交易:运用:证券:债券:金融债券:非金融机构部门,,,,,,,,,,,,,,,,,,,,-13,-16,2325,-2490,381,-26,,6.151936
资金流量表:金融交易:运用:证券:债券:金融债券:金融机构部门,,,,,,,,,,,,,,,,,,,,16226,17610,9906,19034,41654,54710,38816,45658.95039
资金流量表:金融交易:运用:证券:债券:金融债券:政府部门,,,,,,,,,,,,,,,,,,,,,20,-758,2627,331,-1,669,533.371739
资金流量表:金融交易:运用:证券:债券:金融债券:国内合计,,,,,,,,,,,,,,,,,,,,16213,17614,11473,19171,42366,54639,40741,46226.52806
资金流量表:金融交易:运用:证券:债券:中央银行债券:合计,,,,,,,,,,,,,,,,,,,,-19818,-7850,-7918,-1240,50,-4201,9,6.771342
资金流量表:金融交易:运用:证券:债券:中央银行债券:非金融机构部门,,,,,,,,,,,,,,,,,,,,-22,-55,-12,,,,,
资金流量表:金融交易:运用:证券:债券:中央银行债券:金融机构部门,,,,,,,,,,,,,,,,,,,,-19797,-7743,-7898,-1240,0,-3834,9,6.771342
资金流量表:金融交易:运用:证券:债券:中央银行债券:政府部门,,,,,,,,,,,,,,,,,,,,,-52,-8,,,,,
资金流量表:金融交易:运用:证券:债券:中央银行债券:国内合计,,,,,,,,,,,,,,,,,,,,-19818,-7850,-7918,-1240,0,-3834,9,6.771342
资金流量表:金融交易:运用:证券:债券:企业债券:合计,,,,,,,,,,,,,,,,,,,,13658,22532,18111,24329,29339,37310,3260,19908.40415
资金流量表:金融交易:运用:证券:债券:企业债券:非金融机构部门,,,,,,,,,,,,,,,,,,,,-44,1181,1835,-133,3124,1064,,1047.558547
资金流量表:金融交易:运用:证券:债券:企业债券:金融机构部门,,,,,,,,,,,,,,,,,,,,13702,20730,15732,23317,21020,36315,-1544,18101.60023
资金流量表:金融交易:运用:证券:债券:企业债券:政府部门,,,,,,,,,,,,,,,,,,,,,585,164,381,2370,257,830,555.696466
资金流量表:金融交易:运用:证券:债券:企业债券:住户部门,,,,,,,,,,,,,,,,,,,,,35,381,715,2826,41,77,175.848931
资金流量表:金融交易:运用:证券:债券:企业债券:国内合计,,,,,,,,,,,,,,,,,,,,13658,22531,18111,24280,29339,37677,3326,19880.70417
资金流量表:金融交易:运用:证券:股票:合计,,,,,,,,,,,,,,,,,,,,5345,4862,4969,10303,11927,17127,14581,10626.42956
资金流量表:金融交易:运用:证券:股票:非金融企业部门,,,,,,,,,,,,,,,,,,,,-71,-128,949,3438,3662,5330,5089,3174.331181
资金流量表:金融交易:运用:证券:股票:金融机构部门,,,,,,,,,,,,,,,,,,,,1683,1062,674,929,2637,3620,2339,1447.369714
资金流量表:金融交易:运用:证券:股票:政府部门,,,,,,,,,,,,,,,,,,,,112,85,525,1172,1397,2244,1675,296.561046
资金流量表:金融交易:运用:证券:股票:住户部门,,,,,,,,,,,,,,,,,,,,3278,1864,764,1496,3218,4501,3187,1693.513639
资金流量表:金融交易:运用:证券:股票:国内合计,,,,,,,,,,,,,,,,,,,,5002,2883,2912,7035,10914,15695,12289,6611.775581
资金流量表:金融交易:运用:证券:股票:国外部门,,,,,,,,,,,,,,,,,,,,343,1979,2058,3267,1013,1433,2293,4014.653979
资金流量表:金融交易:运用:证券投资基金份额:合计,,,,,,,,,,,,,,,1191,5437,3336,-1206,-1566.3,2282,5198,1352.15,15328,23630,11754,21754,18784
资金流量表:金融交易:运用:证券投资基金份额:非金融企业部门,,,,,,,,,,,,,,,-132,408,8,-5,-562.85,860,29,382.33,6129,7837.24,3037.18,5506,8636.627262
资金流量表:金融交易:运用:证券投资基金份额:金融机构部门,,,,,,,,,,,,,,,-195,1591,332,-166,-256.45,376,1764,324.98,2093,2769.55,2606.03,5120,2771.496338
资金流量表:金融交易:运用:证券投资基金份额:政府部门,,,,,,,,,,,,,,,,,44,-1,-271.37,416,142,253.39,3007,3876.03,1981.61,3645,980.751307
资金流量表:金融交易:运用:证券投资基金份额:住户部门,,,,,,,,,,,,,,,1519,3438,2936,-1035,-456.53,606,3097,368.6,3837,8927.41,3975.2,6935,5600.58624
资金流量表:金融交易:运用:证券投资基金份额:国内合计,,,,,,,,,,,,,,,1191,5437,3320,-1206,-1547.19,2258,5033,1329.3,15066,23410.24,11600.02,21206,17989.46115
资金流量表:金融交易:运用:证券投资基金份额:国外部门,,,,,,,,,,,,,,,,,16,,-19.11,24,165,22.85,262,219.76,153.98,548,794.538854
资金流量表:金融交易:运用:证券公司客户保证金:合计,,,,,,,,,,,,,,,3416,8986,-5340,6272,-2372.87,-6511,-685,-310.41,8169,11200.51,-6226.71,,-1228.87
资金流量表:金融交易:运用:证券公司客户保证金:金融机构部门,,,,,,,,,,,,,,,,,,1370,-207.42,-571,-232,-74.61,1115,1312.76,-1380.55,-1082,-181.314348
资金流量表:金融交易:运用:证券公司客户保证金:住户部门,,,,,,,,,,,,,,,3416,8986,-5340,2356,-737.24,-1840,-408,-84.62,2045,4231.55,-2105.87,-1466,-366.39653
资金流量表:金融交易:运用:证券公司客户保证金:国内合计,,,,,,,,,,,,,,,3416,8986,-5340,6272,-2354.27,-6466,-663,-305.16,8029,11096.35,-6145.14,-4482,-1176.890392
资金流量表:金融交易:运用:保险准备金:合计,71.8,87.93,125.22,137.84,197.03,312.71,312.38,598.8,1299.31,1219.88,2635.08,3193.61,3647.96,4394.12,4607,6567,8577,8791,6304.87,7348,14274,14001.15,14248,15415.99,17936.4,,23226.00183
资金流量表:金融交易:运用:保险准备金:非金融企业部门,19.3,26.37,68.75,47.15,69.75,34.51,14.12,25.93,52.27,63.95,91.94,157.57,132.14,192.56,242,346,493,395,666.75,931,646,840.92,986,969.55,938.58,1151,1070.823271
资金流量表:金融交易:运用:保险准备金:金融机构部门,,,,,,,,,,,,,,,,,,,,,,,,,,,
资金流量表:金融交易:运用:保险准备金:住户部门,52.5,61.56,56.47,90.69,127.28,278.4,298.26,572.87,1247.04,1155.93,2543.14,3036.04,3515.82,4201.56,4365,6221,8084,8396,5638.12,6417,13628,13160.23,13262,14446.43,16997.82,19914,22155.17856
资金流量表:金融交易:运用:保险准备金:国内合计,71.8,87.93,125.22,137.84,197.03,312.71,312.38,598.8,1299.31,1219.88,2635.08,3193.61,3647.96,4394.12,4607,6567,8577,8791,6304.87,7348,14274,14001.15,14248,15415.99,17936.4,21065,23226.00183
资金流量表:金融交易:运用:结算资金:合计,-146.2,-232.86,-646.58,729.29,1093.6,229.94,-419.76,383.95,-3704.62,281.91,55.79,169.11,-110.63,-1986.6,1690,483,,,,,,,,,,,
资金流量表:金融交易:运用:结算资金:非金融企业部门,-146.2,-232.86,-646.59,729.28,595.14,739.17,-419.76,379.05,-3691.73,316.63,58,152,-84.7,-2087.3,1696,500,,,,,,,,,,,
资金流量表:金融交易:运用:结算资金:金融机构部门,,,,,498.36,-509.23,,,,,,,,,,,,,,,,,,,,,
资金流量表:金融交易:运用:结算资金:住户部门,,,,,,,,4.9,-12.9,-34.73,-2.19,17.07,-25.98,100.7,-6,-17,,,,,,,,,,,
资金流量表:金融交易:运用:结算资金:国内合计,-146.2,-232.86,-646.59,729.28,1093.5,229.94,-419.76,383.95,1807,281.91,55.8,169.11,-110.6,-1986.6,1690,483,,,,,,,,,,,
资金流量表:金融交易:运用:金融机构往来:合计,,52.6,26.15,-37.67,-506.27,27469.13,790,1965.8,-349.71,-1312.67,1185.94,1748.42,568.99,3379.96,-2300,-2183,-3921,1782,3321.68,8480,5304,14366.78,34188,-18627.9,15377.98,,9643.422888
资金流量表:金融交易:运用:金融机构往来:金融机构部门,,52.6,26.15,-37.67,-506.27,27469.35,790,1965.8,-349.71,-1312.67,1185.94,1748.42,568.99,3379.96,-2300,-2183,-4197,1165,2323.54,2308,9329,5763.46,38876,-8167.05,12245.2,24886,8282.979521
资金流量表:金融交易:运用:金融机构往来:国内合计,,52.6,26.15,-37.67,-506.27,27469.35,790,1965.8,-349.71,-1312.67,1185.94,1748.42,568.99,3379.96,-2300,-2183,-4197,1165,2323.54,2308,9329,5763.46,38876,-8167.05,12245.2,24886,8282.979521
资金流量表:金融交易:运用:金融机构往来:国外部门,,,,,,-0.22,,,,,,,,,,,276,617,998.14,6172,-4025,8603.32,-4688,-10460.8,3132.78,4127,1360.443367
资金流量表:金融交易:运用:准备金:合计,,1574.52,2062.28,2280.02,3670.19,1620.05,-1742.94,241.22,474.38,2082.65,1800.78,3896.82,4353.88,2483.61,11214,20713,21100,11507,33260.8,36154,23150,14302.32,20834,-17512.9,26572.09,,-9609.724479
资金流量表:金融交易:运用:准备金:金融机构部门,,1574.52,2062.28,,3670.19,1620.05,-1742.94,241.22,474.38,2082.65,1800.78,3896.82,4353.88,2483.61,11214,20713,21100,11507,33260.8,36154,23150,14302.32,21112,-17470.7,26777.95,10466,-9969.582283
资金流量表:金融交易:运用:准备金:国内合计,,1574.52,2062.28,2280.02,3670.19,1620.06,-1742.94,241.22,474.38,2082.65,1800.78,3896.82,4353.88,2483.61,11214,20713,21100,11507,33260.8,36154,23150,14302.32,21112,-17470.7,26777.95,10466,-9969.582283
资金流量表:金融交易:运用:库存现金:合计,,221.76,29.03,61.06,-38.87,138.48,64.22,884.15,-369.42,-52.13,141.63,329.72,76.07,376.81,113,384,50,416,713.99,1072,971,441.64,742,-208.19,-74.21,-148,-515.748387
资金流量表:金融交易:运用:库存现金:金融机构部门,,221.76,29.03,61.06,-38.87,138.5,64.22,884.15,-369.42,-52.13,141.63,329.72,76.07,376.81,113,384,50,416,713.99,1072,971,441.64,742,-208.19,-74.21,-148,-515.748387
资金流量表:金融交易:运用:库存现金:国内合计,,221.76,29.03,61.06,-38.87,138.48,64.22,884.15,-369.42,-52.13,141.63,329.72,76.07,376.81,113,384,50,416,713.99,1072,971,441.64,742,-208.19,-74.21,-148,-515.748387
资金流量表:金融交易:运用:中央银行贷款:合计,,2917.12,859.29,888.58,3817.06,-177.85,-1976.51,418.86,-2410.57,288.24,-635.55,1019.98,-1171.28,-1582.89,-1629,-8714,-485,-1589,469.06,-727,476,412.74,15665,-1037.71,38685.81,24731,9591.902346
资金流量表:金融交易:运用:中央银行贷款:金融机构部门,,2917.12,859.29,888.58,3817.06,-177.85,-1976.51,418.86,-2410.57,288.24,-635.55,1019.98,-1171.28,-1582.89,-1629,-8714,-485,-1589,469.06,-727,476,412.74,15665,-1037.71,38685.81,24731,9591.902346
资金流量表:金融交易:运用:中央银行贷款:国内合计,,2917.12,859.29,888.58,3817.06,-177.85,-1976.51,418.86,-2410.57,288.24,-635.55,1019.98,-1171.28,-1582.89,-1629,-8714,-485,-1589,469.06,-727,476,412.74,15665,-1037.71,38685.81,24731,9591.902346
资金流量表:金融交易:运用:直接投资:合计,,,,,,3879.52,3840.32,3355,3254.57,4231.65,4289.67,3883.94,4696.38,7407.95,7647,10978,13987,8340,16600.94,17435,19851,20443.27,22529,26466.8,25755.99,18239,19849.90715
资金流量表:金融交易:运用:直接投资:非金融企业部门,,,,,,212.44,218.06,147,75.81,569.89,208.45,-12.6,149.4,926.13,1421,1201,3716,2999,4071.9,3211,3919,4517.43,4903,11297.98,14427.18,6881,6383.978041
资金流量表:金融交易:运用:直接投资:国内合计,,,,,,212.43,218.06,147,75.81,569.89,208.45,-12.6,149.4,926.13,1421,1201,3716,2999,4071.9,3211,3919,4517.43,4903,11297.98,14427.18,6881,6383.978041
资金流量表:金融交易:运用:直接投资:国外部门,,,,,,3667.09,3622.26,3208,3178.76,3661.76,4081.22,3896.54,4546.98,6481.82,6226,9778,10271,5341,12529.04,14224,15932,15925.84,17626,15168.81,11328.81,11358,13465.92911
资金流量表:金融交易:运用:其他对外债权债务:合计,,,,,,2422.73,3093.56,4121,3797.32,778.41,795.56,2361.12,2067.57,6601.36,12377,10385,1159,319,5760.49,4495,7569,11417.41,7738,-2435.24,14974.65,1916,7984.76605
资金流量表:金融交易:运用:其他对外债权债务:非金融企业部门,,,,,,1247.92,2833.92,1985,1229.94,-864.12,-575.64,-424.83,34.44,1743.45,1858,1011,713,3717,4174.1,4958,4126,3875.3,4765,4122.73,7207.09,1310,4320.101605
资金流量表:金融交易:运用:其他对外债权债务:金融机构部门,,,,,,423.11,320.25,1555,1310.9,1852.48,1179.35,2271.74,137.94,2499.34,8968,7143,1688,-5640,-1796.23,-3428,403,2656.05,350,-2026.12,4631.71,-1539,-422.762057
资金流量表:金融交易:运用:其他对外债权债务:国内合计,,,,,,1671.05,3154.17,3540,2540.83,988.35,603.71,1846.9,172.38,4242.79,10825,8154,2401,-1922,2377.87,1530,4529,6531.33,5115,2096.61,11838.8,-229,3897.339548
资金流量表:金融交易:运用:其他对外债权债务:国外部门,,,,,,751.69,-60.61,581,1256.51,-209.94,191.85,514.22,1895.2,2358.57,1551,2230,-1242,2241,3382.62,2965,3040,4886.09,2623,-4531.84,3135.85,2145,4087.426502
资金流量表:金融交易:运用:国际储备资产:合计,-117,101.83,2631.01,1877.41,2631.52,2961.42,532.01,704,873.23,3917.01,6249.72,9686,17080.34,16958.13,19692,32618,29119,27216,31934.37,25057,6069,26605.96,7181,-21390.5,-29469.4,6179,1249.840153
资金流量表:金融交易:运用:国际储备资产:金融机构部门,-117,101.83,2631.01,1877.41,2631.52,2961.42,532.01,704,873.23,3917.01,6249.72,9686,17080.34,16958.13,19692,32618,29119,27216,31934.37,25057,6069,26605.96,7181,-21390.5,-29469.4,6179,1249.840153
资金流量表:金融交易:运用:国际储备资产:国内合计,-117,101.83,2631.01,1877.41,2631.52,2961.42,532.01,704,873.23,3917.01,6249.72,9686,17080.34,16958.13,19692,32618,29119,27216,31934.37,25057,6069,26605.96,7181,-21390.5,-29469.4,6179,1249.840153
