指标名称,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
资金流量表:实物交易:来源:资本转移:合计,986.6,1345.59,1473.46,1611.41,2112.19,2130.71,2137.94,3705.21,2946.39,3459.56,3676.21,4078.62,1575.23,2267.03,2530.16,3179.2,3949.25,5556.98,6791.33,8656.33,9646.26,11651.48,12316.92,12626.79,9066.83,9922.1,11823.90532
资金流量表:实物交易:来源:资本转移:非金融企业部门,985.8,1344.59,1462.36,1601.18,2109.21,2127.99,2133.05,3699.49,2934.11,3442.76,3651.56,4037.37,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.905,11745.66652
资金流量表:实物交易:来源:资本转移:政府部门,,,,,,,,,8.39,10.33,20.51,37.28,75.04,480.69,558.51,655.15,768.03,1006.46,1604.28,2425.63,3006.19,3857.9,4033.79,3863.92,21.01,15.4043,20.065165
资金流量表:实物交易:来源:资本转移:国内合计,986.6,1345.59,1473.46,1611.41,2112.19,2128.99,2134.05,3700.49,2943.5,3455.09,3672.07,4074.65,1569.51,2262.66,2523.6,3162.81,3930.6,4823.75,6778.8,8645.07,9628.73,11565.24,12195.67,12614.52,9023.05,9900.309,11765.73169
资金流量表:实物交易:来源:资本转移:国外部门,,,,,,1.72,3.89,4.72,2.9,4.47,4.14,3.97,5.71,4.37,6.57,16.4,18.65,733.22,12.53,11.25,17.53,86.23,121.25,12.27,43.79,21.76271,58.173637
资金流量表:实物交易:来源:资本转移:投资性补助:合计,,,,,,,,,2938,3449.23,3655.7,4041.34,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.9,11745.66652
资金流量表:实物交易:来源:资本转移:投资性补助:非金融企业部门,,,,,,,,,2934.11,3442.76,3651.56,4037.37,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.905,11745.66652
资金流量表:实物交易:来源:资本转移:投资性补助:国内合计,,,,,,,,,2935.11,3444.76,3651.56,4037.37,1494.47,1781.97,1965.09,2507.66,3162.57,3817.29,5174.52,6219.44,6622.54,7707.34,8161.88,8750.6,9002.04,9884.905,11745.66652
资金流量表:实物交易:来源:资本转移:其他:合计,,,,,,,,,8.39,10.33,20.51,37.28,80.75,485.06,565.08,671.55,786.68,1739.68,1616.8,2436.88,3023.72,3944.13,4155.04,3876.19,64.8,37.2,78.238801
资金流量表:实物交易:来源:资本转移:其他:政府部门,,,,,,,,,8.39,10.33,20.51,37.28,75.04,480.69,558.51,655.15,768.03,1006.46,1604.28,2425.63,3006.19,3857.9,4033.79,3863.92,21.01,15.4043,20.065165
资金流量表:实物交易:来源:资本转移:其他:国内合计,,,,,,,,,8.39,10.33,20.51,37.28,75.04,480.69,558.51,655.15,768.03,1006.46,1604.28,2425.63,3006.19,3857.9,4033.79,3863.92,21.01,15.4043,20.065165
资金流量表:实物交易:来源:资本转移:其他:国外部门,,,,,,,,,,,,,5.71,4.37,6.57,16.4,18.65,733.22,12.53,11.25,17.53,86.23,121.25,12.27,43.79,21.76271,58.173637
资金流量表:实物交易:运用:劳动者报酬:合计,15959.6,19633.6,26645.1,33660,39279.5,43730.3,46015.73,48965.82,52299.11,57600.32,64580.17,71828.46,81065.14,93296.87,106554.7,128108.5,150701.7,167098.1,190968,222528.4,256676.8,299072.3,328602.8,357432,386976.2,424735.6,476220.2373
资金流量表:实物交易:运用:劳动者报酬:非金融企业部门,7128.4,8920.7,11527.1,15002.6,17336.5,17844.76,17052.8,17093.33,25061.7,27027.54,29748.04,33085.33,36368.8,41978.31,48030.37,57175.57,67129.03,73831.89,84068.1,98610.21,119076,147383.1,162388.2,172403,185224.5,220487.2,250203.3936
资金流量表:实物交易:运用:劳动者报酬:金融机构部门,222,309.9,433.9,585.95,668,773.5,716.4,748.34,1645.26,1794.76,2040.36,2001.43,2114.01,2354.54,2374.62,3163.87,4325.84,4951.39,6661,8062.53,9250.72,12090.1,13687.52,17431.39,19448.47,21586.94,18799.88396
资金流量表:实物交易:运用:劳动者报酬:政府部门,1572,2037.1,2794.6,3624.47,4684,5493.01,6860.1,7898.9,6438.33,8052.72,9712.77,10909.73,12768.35,14470.61,16651.83,20640.86,23889.8,27499.13,30784.83,34400.02,33604.98,37081.87,41014.08,48215.86,53966.94,62200.42,81435.00719
资金流量表:实物交易:运用:劳动者报酬:住户部门,7037.2,8365.9,11889.5,14446.98,16591,19605.23,21378.4,23213.2,19137.12,20700.67,23023.24,25725.81,29647.26,34220.05,39153.59,46608.61,54722.51,60186.58,68530.97,80385.47,93667.82,101415.3,109675.1,117323.1,126551.7,118993.4,124589.1559
资金流量表:实物交易:运用:劳动者报酬:国内合计,15959.6,19633.6,26645.1,33660,39279.5,43716.5,46007.7,48953.77,52282.4,57575.7,64524.4,71722.3,80898.42,93023.51,106210.4,127588.9,150067.2,166469,190044.9,221458.2,255599.5,297970.3,326764.9,355373.3,385191.7,423268,475027.4407
资金流量表:实物交易:运用:劳动者报酬:国外部门,,,,,,13.8,8.03,12.05,16.71,24.62,55.77,106.16,166.72,273.36,344.34,519.59,634.54,629.1,923.09,1070.12,1077.27,1101.96,1837.86,2058.73,1784.53,1467.574,1192.796683
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:合计,,,,,,,,46913.82,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:非金融企业部门,,,,,,,,15189.35,15804.3,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:金融机构部门,,,,,,,,600.32,609.1,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:政府部门,,,,,,,,7898.9,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:住户部门,,,,,,,,23213.2,26195.4,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:国内部门合计,,,,,,,,46901.77,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:工资及工资性收入:国外部门,,,,,,,,12.05,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:单位社会保险付款:合计,,,,,,,,2052,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:单位社会保险付款:非金融企业部门,,,,,,,,1903.98,2322.3,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:单位社会保险付款:金融机构部门,,,,,,,,148.02,169.3,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:劳动者报酬:单位社会保险付款:国内合计,,,,,,,,2052,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:生产税净额:合计,3495.32,4979.49,6378.62,7777.82,10095.63,11248.89,12724.34,13869,11975.31,12968.17,14761.76,17516.17,20608.83,23685.68,27656.69,35304.86,39556.34,41962.76,52672.59,62270.81,68866.03,73536.41,78643.11,79668.71,86545.41,93844.28,95553.69222
资金流量表:实物交易:运用:生产税净额:非金融企业部门,2804.93,4118.54,5145.78,6706.85,8654.47,9728.46,10856.58,12032.53,8586.92,10236.12,12531.35,15048.04,18340.65,21310.93,24994.54,30491.76,35237.28,38824.29,48936.74,57843.21,63208.78,65701.32,69823.03,67736.72,74999.31,82449.74,87929.68429
资金流量表:实物交易:运用:生产税净额:金融机构部门,188.4,184.4,398.74,174.81,397.8,480.2,782.64,524,2122.6,1611.96,997.95,751.2,716.28,666.33,755.61,1445.3,1754.23,2325.58,2463.83,2906.3,3403.34,4598.4,5366.82,7425.34,6813.4,6026.046,6049.202726
资金流量表:实物交易:运用:生产税净额:政府部门,107.3,127.9,172.4,164.36,60.08,54.47,59.02,71.29,105.95,120.83,150.56,168.02,349.81,418.31,486.01,594.44,498.23,210.17,256.8,300.84,261.89,286.13,304.99,318.65,342.35,369.9753,289.691008
资金流量表:实物交易:运用:生产税净额:住户部门,394.69,548.65,661.7,731.8,983.28,985.76,1026.1,1241.18,1159.84,999.26,1081.89,1548.92,1202.09,1290.11,1420.52,2773.36,2066.59,602.72,1015.22,1220.45,1992.02,2950.56,3148.27,4188,4390.34,4998.519,1285.1142
资金流量表:实物交易:运用:生产税净额:国内合计,3495.32,4979.49,6378.62,7777.82,10095.63,11248.89,12724.34,13869,11975.31,12968.17,14761.76,17516.17,20608.83,23685.68,27656.69,35304.86,39556.34,41962.76,52672.59,62270.81,68866.03,73536.41,78643.11,79668.71,86545.41,93844.28,95553.69222
资金流量表:实物交易:运用:财产收入:合计,4876.27,6984.68,10583.33,11387.04,13762.77,12371.8,15055.69,13398.66,14103.67,13875.52,14348.6,15971.23,18317.32,24829.3,36912.04,48052.82,62165.09,63322.05,77405.64,107178,130019.5,119873.9,133533.3,141032.7,143956.5,155446.3,169704.0272
资金流量表:实物交易:运用:财产收入:非金融企业部门,2029.06,3038.5,4514.27,5312.89,6355.56,6517.83,7304.04,6081.61,6041.2,6312.86,7040.64,7046.49,8134.1,11518.42,16006.29,19541.81,24353.5,26284.14,32011.79,44709.34,51673.61,48864.32,50388.73,56503.94,62002.81,64811.43,60907.32243
资金流量表:实物交易:运用:财产收入:金融机构部门,2331.17,3384.71,5099.48,5091.72,6115.7,5004.41,6545.26,5728.97,5048.83,4823.64,4860.55,5485.36,6479.83,7820.7,12987.24,17447.07,23166.13,22646.06,26989.73,40060.04,49928,47283.99,54602.86,54735.86,50834.71,54482.55,72401.86504
资金流量表:实物交易:运用:财产收入:政府部门,201.33,296.74,454.89,532.01,658.95,575.82,721.28,696.59,874.93,962.06,870.72,1246.39,1111.41,1332.1,1898.41,2545.38,3854.31,4131.27,5000,6788.89,7697.53,5760.19,6313.07,7758.53,9498.06,9756.336,10485.0685
资金流量表:实物交易:运用:财产收入:住户部门,6.15,11.78,20.15,16.94,24.13,25,30.75,28.4,1116.42,1024.4,941.81,967,1057.2,1214.32,2014.77,2690.61,3661.96,3495.07,4685.79,8329.57,11253.37,7656.33,9360.08,10216.2,9959.71,11121.95,10782.10338
资金流量表:实物交易:运用:财产收入:国内合计,4567.71,6731.73,10088.78,10953.56,13154.34,12123.06,14601.33,12535.57,13081.37,13122.97,13713.71,14745.23,16782.54,21885.55,32906.71,42224.88,55035.9,56556.53,68687.31,98930.21,120552.5,109564.8,120664.7,129214.5,130754.1,137503.7,154576.3593
资金流量表:实物交易:运用:财产收入:国外部门,308.56,252.95,494.55,433.48,608.43,248.74,454.36,863.09,1022.3,752.55,634.89,1226,1534.78,2943.75,4005.33,5827.94,7129.19,6765.52,8718.33,8247.84,9466.95,10309.1,12868.52,11818.14,13202.35,17942.6,15127.66783
资金流量表:实物交易:运用:财产收入:利息:合计,4868.39,6956.91,10513.82,10512.32,12712.5,10422.03,13584.46,11842.73,10510.09,10089.87,10037.08,11557.62,13186.32,15451.94,24986.86,31292.06,43538.17,41421.26,56850.28,82711.25,103907.5,87877.79,100225.7,100647.8,99442.81,106068.7,121067.964
资金流量表:实物交易:运用:财产收入:利息:非金融企业部门,2024.84,3015.72,4448.95,4443.2,5339.5,4866.86,5870.33,4576.17,3576.48,3392.72,3467.02,4009.25,4754.32,5487.92,8916.38,10706.23,14813.55,13714.66,15766.02,23905.59,30116.02,22246.61,25099.39,25830.97,29289.27,30988.75,28433.82181
资金流量表:实物交易:运用:财产收入:利息:金融机构部门,2327.51,3379.72,5095.37,5086.77,6082.07,4954.35,6515.03,5679.97,5010.37,4773.18,4818.73,5417.96,6369.43,7554.72,12348.74,15539.18,21354.12,20424.33,24483.16,37656.29,48129.3,44342.13,50598.98,49199.22,45495.31,48162.92,64738.8318
资金流量表:实物交易:运用:财产收入:利息:政府部门,201.33,296.74,454.89,532.01,658.95,575.82,721.28,696.59,828.05,922.44,835.32,1202.19,1052.54,1255,1796.04,2380.48,3587.14,3813.8,4621.57,6156,6850.58,5760.19,6313.07,7748.73,7802.55,7778.529,8620.365444
资金流量表:实物交易:运用:财产收入:利息:住户部门,6.15,11.78,20.15,16.94,24.13,25,30.75,28.4,1095.19,1001.53,916.02,928.22,1010.03,1154.3,1925.7,2666.17,3637.52,3468.47,4659.19,8287.25,11202.28,7598.54,9301.49,10170.86,9927.93,11091.96,10759.44328
资金流量表:实物交易:运用:财产收入:利息:国内合计,4559.83,6703.96,10019.36,10078.92,12104.65,10422.03,13137.39,10981.13,10510.09,10089.87,10037.08,11557.62,13186.32,15451.94,24986.86,31292.06,43392.32,41421.26,49529.94,76005.14,96298.19,79947.46,91312.93,92949.78,90973.88,95353.56,112552.4623
资金流量表:实物交易:运用:财产收入:利息:国外部门,308.56,252.95,494.46,433.4,607.85,,447.07,861.6,1003.8,740.46,,,,,,,145.85,,7320.33,6706.11,7609.34,7930.33,8912.77,7698.05,8468.93,10715.11,8515.50164
资金流量表:实物交易:运用:财产收入:红利:合计,4.22,22.78,65.4,869.77,1016.64,1899.71,1441,1506.93,3398.24,3583.54,4085.19,4095.2,4763.41,8677.65,10164.41,13407.87,15231.38,17865,15378.65,18179.73,17606.93,23563.17,23715.73,30204.11,32457.49,36065.89,35379.64917
资金流量表:实物交易:运用:财产收入:红利:非金融企业部门,4.22,22.78,65.32,869.69,1016.06,1650.97,1433.71,1505.44,2375.94,2830.99,3450.3,2869.2,3198.43,5709.98,6134.88,7346.54,7510.33,10114.72,12800.06,16449.82,15319.02,19995.62,18131.23,23789.41,25860.33,26026.35,24802.03194
资金流量表:实物交易:运用:财产收入:红利:金融机构部门,0,0,0,0,0,0,0,,,,,,30.2,23.92,24.2,233.39,737.7,984.76,1180.59,1145.82,430.31,1188.79,1628.75,2345.92,1901.02,2858.99,4102.492088
资金流量表:实物交易:运用:财产收入:红利:国内合计,4.22,22.78,65.32,869.69,1016.06,1650.97,1433.71,1505.44,2375.94,2830.99,3450.3,2869.2,3228.63,5733.9,6159.08,7579.93,8248.03,11099.49,13980.65,16638,15749.33,21184.4,19759.99,26135.33,27761.35,28885.34,28904.52403
资金流量表:实物交易:运用:财产收入:红利:国外部门,0,0,0.09,0.08,0.58,248.74,7.29,1.49,1022.3,752.55,634.89,1226,1534.78,2943.75,4005.33,5827.94,6983.35,6765.52,1398,1541.73,1857.61,2378.76,3955.75,4068.79,4696.14,7180.551,6475.125136
资金流量表:实物交易:运用:财产收入:地租:合计,,,,,,,,,84.17,92.84,110.53,126.15,175.1,306.06,579.86,965.66,1337.06,1733.81,2428.68,3075.52,4411.21,5127.92,5869.43,6743.01,6877.39,7821.988,7691.436976
资金流量表:实物交易:运用:财产收入:地租:金融机构部门,,,,,,,,,,,,,,,,,,,,,,,,,,,
资金流量表:实物交易:运用:财产收入:地租:住户部门,,,,,,,,,3.43,3.7,5.7,10.41,10.41,13.72,19.37,24.44,24.44,26.6,26.6,42.32,51.08,57.8,58.59,45.34,31.78,29.9931,22.6601
资金流量表:实物交易:运用:财产收入:地租:国内合计,,,,,,,,,84.17,92.84,110.53,126.15,175.1,306.06,579.86,965.66,1337.06,1733.81,2428.68,3075.52,4411.21,5127.92,5869.43,6743.01,6877.39,7821.988,7691.436976
资金流量表:实物交易:运用:财产收入:其他:合计,3.66,4.99,4.11,4.95,33.63,50.06,30.23,49,111.17,109.27,115.81,192.26,192.49,393.65,1180.9,2387.23,2058.48,2301.98,2748.04,3211.55,4093.78,3305.05,3722.38,3437.7,5178.77,5489.728,5564.977059
资金流量表:实物交易:运用:财产收入:其他:非金融企业部门,,,,,,,,,8.03,0.02,18.49,52.3,16.66,28.19,394.53,547.83,717.01,747.55,1043.64,1320.72,1878.44,1551.97,1347.26,185.89,7.6,4.337,2.6918
资金流量表:实物交易:运用:财产收入:其他:金融机构部门,3.66,4.99,4.11,4.95,33.63,50.06,30.23,49,38.46,50.46,41.82,67.4,80.2,242.06,614.3,1674.5,1074.3,1236.96,1325.97,1257.93,1368.38,1753.08,2375.13,3190.71,3438.38,3460.638,3560.541151
资金流量表:实物交易:运用:财产收入:其他:国内合计,3.66,4.99,4.11,4.95,33.63,50.06,30.23,49,111.17,109.27,115.81,192.26,192.49,393.65,1180.9,2387.23,2058.48,2301.98,2748.04,3211.55,4093.78,3305.05,3722.38,3386.4,5141.49,5442.782,5427.936007
资金流量表:实物交易:运用:经常转移:合计,3226.34,3807.53,4562.42,5386.85,6652.37,8333.35,8815.95,9201.33,9535.09,12191.45,14767.64,17808.37,21946.84,26652.68,32611.69,41729.29,53136.85,59725.54,72076.41,44438.86,105843.9,121659.7,133643,150630.3,163440.1,184180.6,195400.6335
资金流量表:实物交易:运用:经常转移:非金融企业部门,1265.72,1304.37,1606.84,1874.67,2461.12,2861.33,2559.8,3143.42,1656.45,2601.86,2743.21,3259.21,4296.54,5176.71,6193.44,8152.77,10509.28,10073.52,12266.37,16933.22,19309.12,21908.88,22113.24,23688.48,25152.94,29610.55,32796.15281
资金流量表:实物交易:运用:经常转移:金融机构部门,488.65,599.57,516.35,521.55,500.81,493.51,460.46,425.31,421.11,526.15,546.81,646.33,758.05,1279.24,2010.38,2892.8,3876.65,4758.73,4333.62,5490.52,7600.94,9177.45,10642.02,12412.81,13446.94,12724.6,13590.0324
资金流量表:实物交易:运用:经常转移:政府部门,743.38,875.34,1097.35,1370.13,1653.99,2245.98,2911.21,2638.75,3666.36,4250.58,5173.71,6059.07,7226.11,8355.95,10291.66,12539.83,16730.24,20524.08,26337.36,34189.55,39681.25,46454.37,52827.74,61150.14,67156.27,74327.19,64673.58877
资金流量表:实物交易:运用:经常转移:住户部门,662.08,953.92,1189.33,1468.02,1838.7,2278.93,2498.38,2549.53,3223.21,4057.62,5162.07,6313.98,7652.7,9568.84,11598.92,14901.14,18370,21456.14,25786.77,31817.9,36022.9,40826.8,45534.75,51142.49,55633.96,65615.86,86755.56591
资金流量表:实物交易:运用:经常转移:国内合计,3159.83,3733.2,4409.87,5234.37,6454.62,7879.75,8429.85,8757.01,8967.12,11436.21,13625.81,16278.59,19933.41,24380.74,30094.4,38486.53,49486.17,56812.47,68724.12,88431.2,102614.2,118367.5,131117.8,148393.9,161390.1,182278.2,193567.5965
资金流量表:实物交易:运用:经常转移:国外部门,66.51,74.33,152.55,152.48,197.75,453.6,386.1,444.32,567.96,755.25,1141.84,1529.79,2013.43,2271.94,2517.29,3242.76,3650.68,2913.08,3352.29,3589.14,3229.66,3292.25,2525.23,2236.39,2049.96,1902.366,1833.036986
资金流量表:实物交易:运用:经常转移:收入税:合计,1047.01,917.05,842.01,870.88,1205.7,1291.96,1377.41,1961.85,2118.86,3363,3542.89,4195.88,5408.84,6949.27,8814.85,11964.83,14897.94,15486.18,17680.81,22823.75,25818.16,29030.36,32362.83,36025.32,39004.54,,
资金流量表:实物交易:运用:经常转移:收入税:非金融企业部门,673.1,530,506.45,478.26,830.51,890.03,905.5,1427.29,1346.12,2174.6,2187.3,2607.52,3491.73,4247.11,5146.76,6907.45,8717.32,8353.89,10193.88,13367.05,14751.56,16537.04,17627.41,18741.1,20131.62,,
资金流量表:实物交易:运用:经常转移:收入税:金融机构部门,343.6,339.2,260.56,261.12,182,142,133.26,106.79,113.11,193.15,143.81,170.33,180.05,607.24,1214.38,1871.8,2458.31,3182.95,2649.66,3402.59,4902.97,5890.15,7014.78,8392.78,8719.74,7935.003,
资金流量表:实物交易:运用:经常转移:收入税:住户部门,4.71,27.25,75,131.5,193.19,259.93,338.65,427.77,659.64,995.26,1211.78,1418.03,1737.06,2094.91,2453.71,3185.58,3722.31,3949.34,4837.27,6054.11,6163.63,6603.18,7720.64,8891.45,10153.18,12011.37,
资金流量表:实物交易:运用:经常转移:收入税:国内合计,1047.01,917.05,842.01,870.88,1205.7,1291.96,1377.41,1961.85,2118.86,3363,3542.89,4195.88,5408.84,6949.27,8814.85,11964.83,14897.94,15486.18,17680.81,22823.75,25818.16,29030.36,32362.83,36025.32,39004.54,,
资金流量表:实物交易:运用:经常转移:社会保险缴款:合计,687.71,981.1,1382.36,1829.11,2262.1,2765.16,3137.34,4040,2644.9,3101.9,4048.7,4882.9,5780.3,6975.2,8643.2,10812.3,13696.1,16115.6,20584.5,,31411.03,35993.58,40438.81,46354.08,50112.47,58437.57,61347.75
资金流量表:实物交易:运用:经常转移:社会保险缴款:政府部门,321.91,472.88,665.75,858.37,1055.1,1311.76,1574.71,1988,323.37,360.62,565.1,558,612.62,668.1,960.4,1218.87,1560.83,1694.7,3244.9,5416.38,6349.42,7425.76,8446.73,10244.17,11088.6,12351.76,
资金流量表:实物交易:运用:经常转移:社会保险缴款:住户部门,365.8,508.22,716.61,970.74,1207,1453.4,1562.63,2052,2321.53,2741.28,3483.6,4324.9,5167.68,6307.1,7682.8,9593.43,12135.27,14420.9,17339.6,21801.2,25061.6,28567.82,31992.09,36109.92,39023.87,46085.81,61347.75
资金流量表:实物交易:运用:经常转移:社会保险缴款:国内合计,687.71,981.1,1382.36,1829.11,2262.1,2765.16,3137.34,4040,2644.9,3101.9,4048.7,4882.9,5780.3,6975.2,8643.2,10812.3,13696.1,16115.6,20584.5,27217.58,31411.03,35993.58,40438.81,46354.08,50112.47,58437.57,61347.75
资金流量表:实物交易:运用:经常转移:社会保险福利:合计,,,,,,,,,2385.6,2748,3471.5,4016.4,4627.4,5400.8,6477.4,7887.9,9925.1,12302.6,16207.24,,23930.7,28743.93,33680.57,39117.66,43604.85,48652.99,49586.7
资金流量表:实物交易:运用:经常转移:社会保险福利:政府部门,,,,,,,,,2385.6,2748,3471.5,4016.4,4627.4,5400.8,6477.4,7887.9,9925.1,12302.6,16207.24,20363.89,23930.7,28743.93,33680.57,39117.66,43604.85,48652.99,49586.7
资金流量表:实物交易:运用:经常转移:社会保险福利:国内合计,,,,,,,,,2385.6,2748,3471.5,4016.4,4627.4,5400.8,6477.4,7887.9,9925.1,12302.6,16207.24,20363.89,23930.7,28743.93,33680.57,39117.66,43604.85,48652.99,49586.7
资金流量表:实物交易:运用:经常转移:社会补助:合计,449.6,443.5,503.6,640,671.72,792.89,974.38,257.77,980.56,1160.6,1164.77,1519.85,2020.72,2241.91,2807.75,3364.6,5156.88,6246.03,6137.51,7588.85,8708.28,10090.96,10672.21,11687.57,12564.69,13490.52,15311.23213
资金流量表:实物交易:运用:经常转移:社会补助:非金融企业部门,54.9,66.4,84,126.8,78.6,86.5,90,59.54,31.1,35.77,41.13,47.3,54.4,62.56,71.94,95.15,95.15,109.42,125.81,144.67,166.37,191.33,253.03,290.98,334.63,384.8251,442.548838
资金流量表:实物交易:运用:经常转移:社会补助:政府部门,394,376.1,416.6,509.1,592.38,705.58,883.38,197.23,949.46,1124.83,1123.64,1472.55,1966.32,2179.35,2735.81,3269.45,5061.73,6136.61,6011.7,7444.18,8541.91,9899.64,10419.18,11396.59,12230.06,13105.69,14868.68329
资金流量表:实物交易:运用:经常转移:社会补助:国内合计,449.6,443.5,503.6,640,671.72,792.89,974.38,257.77,980.56,1160.6,1164.77,1519.85,2020.72,2241.91,2807.75,3364.6,5156.88,6246.03,6137.51,7588.85,8708.28,10090.96,10672.21,11687.57,12564.69,13490.52,15311.23213
资金流量表:实物交易:运用:经常转移:其他:合计,1042.02,1465.88,1834.45,2046.86,2512.85,3483.34,3326.82,2941.71,1405.16,1817.95,2539.78,3193.34,4109.57,5085.5,5868.49,7699.67,9460.83,9575.13,11466.34,14026.27,15975.7,17800.9,16488.57,17445.67,18153.52,19470.82,19927.10486
资金流量表:实物交易:运用:经常转移:其他:非金融企业部门,537.72,707.97,1016.39,1269.61,1552.01,1884.8,1564.3,1656.59,279.23,391.5,514.77,604.38,750.41,867.04,974.73,1150.18,1696.81,1610.21,1946.68,3421.51,4391.19,5180.51,4232.8,4656.4,4686.69,5043.437,4722.826373
资金流量表:实物交易:运用:经常转移:其他:金融机构部门,144.35,259.37,252.79,256.33,318.07,350.7,326.2,317.52,308,333,403,476,578,672,796,1021,1418.34,1575.79,1683.96,2087.93,2697.97,3287.3,3627.24,4020.03,4727.2,4789.6,5897.1
资金流量表:实物交易:运用:经常转移:其他:政府部门,1.87,5.76,15,2.66,6.51,228.64,453.12,453.52,7.93,17.13,13.47,12.12,19.77,107.7,118.05,163.61,182.58,390.16,873.51,965.11,859.22,385.05,281.27,391.73,232.76,216.7434,218.205476
资金流量表:实物交易:运用:经常转移:其他:住户部门,291.57,418.45,397.72,365.78,438.51,565.6,597.1,69.76,242.04,321.08,466.69,571.05,747.96,1166.83,1462.41,2122.13,2512.42,3085.9,3609.9,3962.58,4797.67,5655.8,5822.02,6141.13,6456.91,7518.676,11503.67944
资金流量表:实物交易:运用:经常转移:其他:国内合计,975.51,1391.55,1681.9,1894.38,2315.1,3029.74,2940.72,2497.39,837.2,1062.71,1397.94,1663.55,2096.15,2813.56,3351.2,4456.91,5810.15,6662.05,8114.05,10437.13,12746.04,14508.65,13963.33,15209.28,16103.56,17568.46,18094.06787
资金流量表:实物交易:运用:经常转移:其他:国外部门,66.51,74.33,152.55,152.48,197.75,453.6,386.1,444.32,567.96,755.25,1141.84,1529.79,2013.43,2271.94,2517.29,3242.76,3650.68,2913.08,3352.29,3589.14,3229.66,3292.25,2525.23,2236.39,2049.96,1902.366,1833.036986
资金流量表:实物交易:运用:最终消费:合计,15952.1,20182.1,26795.97,33634.95,40003.85,43579.44,46406,49722.73,61516,66933.9,71816.5,77685.5,87552.6,99357.53,113103.9,132232.9,153422.5,169274.8,194115,232111.5,261993.6,301008.4,328313,362266.5,399910.1,437152,506134.9438
资金流量表:实物交易:运用:最终消费:政府部门,3492.3,4499.7,5986.2,6690.5,7851.6,8724.87,9484.8,10388.33,15661.4,17498,18759.9,20035.7,22334.12,26398.83,30528.4,35900.4,41752.1,45690.2,53356.4,63154.9,71409,81245.9,85773,96286.4,106467,119188,99513.75291
资金流量表:实物交易:运用:最终消费:住户部门,12459.8,15682.4,20809.77,26944.45,32152.25,34854.57,36921.2,39334.4,45854.6,49435.9,53056.6,57649.8,65218.48,72958.7,82575.5,96332.5,111670.4,123584.6,140758.6,168956.6,190584.6,219762.5,242540,265980.1,293443.1,317964,406621.1909
资金流量表:实物交易:运用:最终消费:国内合计,15952.1,20182.1,26795.97,33634.95,40003.85,43579.44,46406,49722.73,61516,66933.9,71816.5,77685.5,87552.6,99357.53,113103.9,132232.9,153422.5,169274.8,194115,232111.5,261993.6,301008.4,328313,362266.5,399910.1,437152,506134.9438
资金流量表:实物交易:运用:最终消费:居民消费:合计,12459.8,15682.4,20809.77,26944.45,32152.25,34854.57,36921.2,39334.4,45854.6,49435.9,53056.6,57649.8,65218.48,72958.7,82575.5,96332.5,111670.4,123584.6,140758.6,168956.6,190584.6,219762.5,242540,265980.1,293443.1,317964,406621.1909
资金流量表:实物交易:运用:最终消费:居民消费:住户部门,12459.8,15682.4,20809.77,26944.45,32152.25,34854.57,36921.2,39334.4,45854.6,49435.9,53056.6,57649.8,65218.48,72958.7,82575.5,96332.5,111670.4,123584.6,140758.6,168956.6,190584.6,219762.5,242540,265980.1,293443.1,317964,406621.1909
资金流量表:实物交易:运用:最终消费:居民消费:国内合计,12459.8,15682.4,20809.77,26944.45,32152.25,34854.57,36921.2,39334.4,45854.6,49435.9,53056.6,57649.8,65218.48,72958.7,82575.5,96332.5,111670.4,123584.6,140758.6,168956.6,190584.6,219762.5,242540,265980.1,293443.1,317964,406621.1909
资金流量表:实物交易:运用:最终消费:政府消费:合计,3492.3,4499.7,5986.2,6690.5,7851.6,8724.87,9484.8,10388.33,15661.4,17498,18759.9,20035.7,22334.12,26398.83,30528.4,35900.37,41752.1,45690.2,53356.4,63154.9,71409,81245.9,85773,96286.4,106467,119188,99513.75291
